skills,interests,education,recommended_career
"azure, docker, statistics, hadoop",,bachelor,principal data scientist
"computer vision, python, sql, mlops",,bachelor,ai product manager
"git, aws, kubernetes",,master,research scientist
"kubernetes, deep learning, r",,associate,principal data scientist
"hadoop, python, data visualization",,bachelor,ai product manager
"git, python, spark, sql",,associate,nlp engineer
"pytorch, azure, gcp",,phd,ml ops engineer
"tableau, hadoop, git",,bachelor,data analyst
"deep learning, linux, pytorch, spark",,bachelor,machine learning researcher
"computer vision, spark, kubernetes, scala",,bachelor,head of ai
"mathematics, java, python, data visualization",,master,data scientist
"data visualization, git, tableau",,phd,research scientist
"python, tensorflow, data visualization, nlp, aws",,phd,data scientist
"r, scala, mlops",,bachelor,principal data scientist
"sql, tableau, pytorch",,bachelor,ai specialist
"pytorch, tableau, data visualization",,master,robotics engineer
"aws, python, statistics",,associate,ai product manager
"git, azure, tensorflow, java",,bachelor,ai software engineer
"linux, python, tableau, aws, docker",,master,ai specialist
"pytorch, data visualization, git, statistics, tensorflow",,master,data engineer
"sql, tableau, python",,bachelor,computer vision engineer
"data visualization, mlops, java, statistics, aws",,master,machine learning researcher
"scala, pytorch, spark, r",,associate,ai software engineer
"gcp, deep learning, computer vision",,bachelor,principal data scientist
"sql, pytorch, tableau, git, gcp",,master,autonomous systems engineer
"pytorch, python, hadoop, computer vision",,associate,machine learning engineer
"java, computer vision, tableau",,bachelor,ml ops engineer
"mathematics, mlops, pytorch",,master,research scientist
"spark, hadoop, mathematics, git",,master,robotics engineer
"spark, data visualization, kubernetes, docker, python",,bachelor,ai research scientist
"data visualization, linux, scala",,bachelor,robotics engineer
"aws, python, deep learning, java, computer vision",,phd,machine learning researcher
"azure, java, nlp, git, pytorch",,associate,ai specialist
"linux, kubernetes, python, tensorflow, gcp",,phd,ai software engineer
"docker, statistics, mlops, linux, hadoop",,phd,ai consultant
"hadoop, mlops, python, spark",,phd,data scientist
"gcp, deep learning, hadoop, azure",,phd,machine learning engineer
"scala, hadoop, python",,bachelor,machine learning engineer
"spark, tableau, scala, pytorch, docker",,phd,ai research scientist
"scala, aws, docker, gcp",,bachelor,nlp engineer
"r, azure, nlp, gcp",,master,ai software engineer
"data visualization, python, linux",,phd,ai consultant
"java, kubernetes, gcp, aws",,phd,principal data scientist
"spark, python, deep learning",,master,ai specialist
"python, git, scala",,phd,ai product manager
"tableau, r, spark",,master,principal data scientist
"statistics, git, linux",,master,ai architect
"mlops, linux, python, sql",,associate,ai consultant
"mathematics, python, tensorflow, deep learning, kubernetes",,associate,data scientist
"deep learning, pytorch, azure, scala",,phd,nlp engineer
"linux, python, tensorflow",,master,machine learning researcher
"mathematics, python, tableau, gcp, azure",,phd,ml ops engineer
"aws, statistics, docker, computer vision, mathematics",,master,ai consultant
"aws, git, computer vision, tensorflow",,master,nlp engineer
"docker, linux, computer vision, azure",,bachelor,head of ai
"spark, tableau, tensorflow",,bachelor,data engineer
"git, aws, azure, computer vision",,phd,machine learning engineer
"deep learning, tableau, docker, azure, kubernetes",,associate,data analyst
"nlp, kubernetes, python",,phd,machine learning researcher
"tableau, mlops, gcp",,phd,research scientist
"hadoop, computer vision, linux, aws",,phd,data scientist
"r, deep learning, nlp",,phd,research scientist
"docker, tensorflow, nlp",,master,machine learning researcher
"java, statistics, tensorflow, git, tableau",,associate,machine learning researcher
"java, python, gcp",,phd,machine learning engineer
"mlops, mathematics, tableau, tensorflow, scala",,associate,nlp engineer
"scala, python, tensorflow",,master,ai software engineer
"computer vision, gcp, azure",,phd,deep learning engineer
"spark, java, nlp, gcp",,phd,autonomous systems engineer
"python, git, computer vision",,phd,ai specialist
"aws, sql, statistics, gcp, spark",,master,computer vision engineer
"python, aws, data visualization",,phd,ai specialist
"statistics, gcp, hadoop",,phd,principal data scientist
"gcp, scala, nlp, python, kubernetes",,master,data analyst
"linux, pytorch, hadoop, sql, nlp",,associate,ai specialist
"scala, r, azure, mathematics",,phd,head of ai
"pytorch, data visualization, java, scala, statistics",,master,machine learning researcher
"sql, gcp, nlp, spark",,phd,head of ai
"pytorch, mlops, java",,associate,ai specialist
"azure, gcp, sql, spark, deep learning",,master,ai product manager
"tensorflow, git, nlp, computer vision, kubernetes",,associate,ml ops engineer
"pytorch, tensorflow, aws, java",,master,machine learning researcher
"r, nlp, git, tableau",,phd,ai consultant
"hadoop, computer vision, linux",,bachelor,ai architect
"azure, git, nlp",,master,robotics engineer
"computer vision, java, tableau, data visualization",,bachelor,machine learning engineer
"linux, data visualization, mlops, r, scala",,associate,robotics engineer
"pytorch, docker, mathematics, python",,bachelor,nlp engineer
"python, mlops, tableau, statistics",,bachelor,ai product manager
"deep learning, tableau, statistics, gcp, azure",,bachelor,head of ai
"spark, sql, pytorch, nlp",,associate,ai architect
"kubernetes, deep learning, python, tableau, tensorflow",,master,machine learning researcher
"mathematics, tensorflow, git, statistics, kubernetes",,master,ai consultant
"computer vision, tensorflow, data visualization, tableau",,master,ai architect
"linux, java, deep learning, statistics",,associate,data analyst
"linux, git, deep learning, hadoop",,associate,ai specialist
"azure, scala, nlp, hadoop",,master,machine learning researcher
"aws, deep learning, docker",,associate,ai research scientist
"linux, python, docker, scala",,master,machine learning engineer
"gcp, computer vision, r",,phd,data scientist
"kubernetes, python, mlops, aws, docker",,bachelor,data analyst
"kubernetes, computer vision, tableau",,bachelor,machine learning researcher
"java, python, data visualization, kubernetes, aws",,master,deep learning engineer
"computer vision, spark, data visualization, java, scala",,phd,data scientist
"git, data visualization, hadoop, azure, sql",,master,machine learning engineer
"git, tableau, pytorch, statistics",,phd,ai architect
"spark, scala, pytorch",,phd,computer vision engineer
"gcp, python, git",,phd,machine learning engineer
"sql, python, tensorflow, computer vision, gcp",,associate,robotics engineer
"hadoop, r, linux",,associate,machine learning engineer
"java, linux, tableau, docker",,master,computer vision engineer
"r, sql, hadoop",,associate,robotics engineer
"scala, sql, docker, pytorch, tensorflow",,associate,machine learning researcher
"mlops, tableau, pytorch, kubernetes",,associate,ai research scientist
"tensorflow, docker, git, kubernetes, java",,master,ml ops engineer
"data visualization, aws, pytorch, scala, azure",,bachelor,nlp engineer
"python, git, tensorflow",,phd,ai consultant
"deep learning, azure, nlp, python, sql",,phd,ai product manager
"aws, mlops, kubernetes",,associate,head of ai
"hadoop, sql, git, azure, python",,associate,deep learning engineer
"deep learning, nlp, hadoop",,master,ai research scientist
"linux, scala, tableau, statistics",,associate,computer vision engineer
"tensorflow, sql, linux, aws",,bachelor,computer vision engineer
"python, git, docker, computer vision",,bachelor,ai software engineer
"python, kubernetes, tensorflow, pytorch",,master,computer vision engineer
"python, mathematics, nlp, kubernetes",,master,data scientist
"tableau, java, docker, gcp",,master,ai architect
"nlp, aws, kubernetes",,phd,ml ops engineer
"nlp, python, linux, statistics, kubernetes",,bachelor,data scientist
"data visualization, mathematics, sql, deep learning, azure",,associate,autonomous systems engineer
"gcp, linux, kubernetes, scala",,bachelor,ai consultant
"python, tableau, statistics",,bachelor,research scientist
"computer vision, python, data visualization, sql, pytorch",,phd,head of ai
"hadoop, git, pytorch, statistics, kubernetes",,master,ai product manager
"sql, azure, aws, pytorch",,phd,research scientist
"scala, hadoop, java, computer vision, pytorch",,associate,data scientist
"azure, tableau, deep learning",,phd,ai software engineer
"mlops, python, tableau, tensorflow",,master,data scientist
"python, tensorflow, aws, hadoop, data visualization",,associate,deep learning engineer
"data visualization, r, java",,master,ai research scientist
"git, gcp, nlp",,master,ai consultant
"mathematics, python, java",,phd,data scientist
"tensorflow, spark, azure, scala, nlp",,phd,ai research scientist
"data visualization, computer vision, python, mlops, tensorflow",,master,ai product manager
"python, computer vision, scala",,associate,principal data scientist
"java, r, azure, statistics",,bachelor,ai architect
"sql, spark, hadoop, pytorch",,bachelor,data scientist
"spark, pytorch, tableau, gcp",,bachelor,machine learning engineer
"python, kubernetes, linux, deep learning",,master,robotics engineer
"r, python, scala, aws, statistics",,master,ai software engineer
"docker, python, hadoop, mathematics",,bachelor,ai specialist
"pytorch, spark, python, docker, linux",,associate,principal data scientist
"data visualization, linux, gcp",,master,ai software engineer
"gcp, tensorflow, sql, python, mathematics",,bachelor,machine learning researcher
"linux, kubernetes, tableau",,associate,ai software engineer
"pytorch, azure, tableau, mlops, statistics",,master,research scientist
"java, hadoop, r, spark",,phd,principal data scientist
"tensorflow, scala, kubernetes",,associate,data scientist
"gcp, tableau, scala, kubernetes",,phd,machine learning researcher
"deep learning, python, scala, statistics",,master,computer vision engineer
"mlops, python, tensorflow, spark",,associate,research scientist
"r, hadoop, sql",,phd,head of ai
"azure, spark, sql",,bachelor,ai software engineer
"scala, r, deep learning, aws, python",,master,ai software engineer
"tensorflow, python, gcp",,associate,ai specialist
"git, azure, scala, computer vision",,associate,machine learning researcher
"gcp, data visualization, kubernetes, azure",,bachelor,data engineer
"kubernetes, scala, aws, mathematics",,bachelor,ai software engineer
"scala, linux, data visualization, java, gcp",,phd,machine learning researcher
"aws, python, docker",,associate,research scientist
"java, data visualization, mathematics, docker",,master,ai software engineer
"java, sql, azure, deep learning",,master,machine learning researcher
"tensorflow, linux, git",,master,ai software engineer
"computer vision, kubernetes, spark, aws",,associate,data scientist
"spark, deep learning, python",,bachelor,data analyst
"tensorflow, docker, kubernetes, python",,bachelor,machine learning engineer
"mlops, java, azure, tensorflow",,bachelor,head of ai
"sql, gcp, java, deep learning, r",,phd,data engineer
"docker, scala, azure, statistics, git",,associate,nlp engineer
"docker, computer vision, sql, gcp",,phd,research scientist
"scala, linux, computer vision, pytorch",,phd,machine learning researcher
"linux, deep learning, r",,master,data engineer
"java, pytorch, mathematics, aws",,master,autonomous systems engineer
"nlp, scala, python",,bachelor,nlp engineer
"mlops, kubernetes, python, java",,phd,deep learning engineer
"python, tensorflow, deep learning, data visualization",,associate,data engineer
"python, tensorflow, git",,master,ai specialist
"mlops, hadoop, sql, nlp",,associate,robotics engineer
"python, java, gcp, mlops",,master,head of ai
"scala, pytorch, aws",,master,robotics engineer
